id;lat;long
23463;-8.8149803;-35.1928191
23471;-8.8149803;-35.1928191
23479;-8.8149803;-35.1928191
23487;-8.8149803;-35.1928191
23495;-8.8149803;-35.1928191
23502;-8.8149803;-35.1928191
23510;-8.8149803;-35.1928191
23517;-8.8149803;-35.1928191
23525;-8.8149803;-35.1928191
23533;-8.8149803;-35.1928191
23540;-8.8149803;-35.1928191
23547;-8.8149803;-35.1928191
23554;-8.8149803;-35.1928191
23562;-8.8149803;-35.1928191
23570;-8.8149803;-35.1928191
23577;-8.8149803;-35.1928191
23584;-8.8149803;-35.1928191
23591;-8.8149803;-35.1928191
23598;-8.8149803;-35.1928191
23611;-8.8149803;-35.1928191
23620;-8.8149803;-35.1928191
23629;-8.8149803;-35.1928191
23638;-8.8149803;-35.1928191
23647;-8.8149803;-35.1928191
23656;-8.8149803;-35.1928191
23665;-8.8149803;-35.1928191
23674;-8.8149803;-35.1928191
23683;-8.8149803;-35.1928191
23692;-8.8149803;-35.1928191
23701;-8.8149803;-35.1928191
23710;-8.8149803;-35.1928191
23719;-8.8149803;-35.1928191
23730;-8.8149803;-35.1928191
23740;-8.8149803;-35.1928191
23750;-8.8149803;-35.1928191
23761;-8.8149803;-35.1928191
23771;-8.8149803;-35.1928191
23781;-8.8149803;-35.1928191
23791;-8.8149803;-35.1928191
23801;-8.8149803;-35.1928191
23810;-8.8149803;-35.1928191
23819;-8.8149803;-35.1928191
23828;-8.8149803;-35.1928191
23837;-8.8149803;-35.1928191
23846;-8.8149803;-35.1928191
23855;-8.8149803;-35.1928191
23864;-8.8149803;-35.1928191
23873;-8.8149803;-35.1928191
23882;-8.8149803;-35.1928191
23891;-8.8149803;-35.1928191
23900;-8.8149803;-35.1928191
23911;-8.8149803;-35.1928191
23918;-8.8149803;-35.1928191
23925;-8.8149803;-35.1928191
23932;-8.8149803;-35.1928191
23939;-8.8149803;-35.1928191
23946;-8.8149803;-35.1928191
23954;-8.8149803;-35.1928191
23961;-8.8149803;-35.1928191
23968;-8.8149803;-35.1928191
23975;-8.8149803;-35.1928191
23982;-8.8149803;-35.1928191
23989;-8.8149803;-35.1928191
23996;-8.8149803;-35.1928191
24005;-8.8149803;-35.1928191
24018;8.0444037;-35.0001256
24026;-8.8149803;-35.1928191
24035;-8.8149803;-35.1928191
24044;-8.8149803;-35.1928191
24051;-8.8149803;-35.1928191
24058;-8.8149803;-35.1928191
24066;-8.8149803;-35.1928191
24073;-8.8149803;-35.1928191
24080;-8.8149803;-35.1928191
24087;-8.8149803;-35.1928191
24094;-8.8149803;-35.1928191
24101;-8.8149803;-35.1928191
24110;-8.8149803;-35.1928191
24118;-8.8149803;-35.1928191
24126;-8.8149803;-35.1928191
24134;-8.8149803;-35.1928191
24142;-8.8149803;-35.1928191
24150;-8.8149803;-35.1928191
24158;-8.8149803;-35.1928191
24166;-8.8149803;-35.1928191
24179;-8.8149803;-35.1928191
24185;-8.8149803;-35.1928191
24192;-8.8149803;-35.1928191
24199;-8.8149803;-35.1928191
24212;-8.8149803;-35.1928191
24219;-8.8149803;-35.1928191
24226;-8.8137949;-35.2038871
24233;-8.8137949;-35.2038871
24240;-8.8137949;-35.2038871
24247;-8.8137949;-35.2038871
24254;-8.8149803;-35.1928191
24261;-8.8149803;-35.1928191
24268;-8.8149803;-35.1928191
24275;-8.8149803;-35.1928191
24283;-8.8149803;-35.1928191
24290;-8.8149803;-35.1928191
24297;-8.8149803;-35.1928191
24304;-8.8149803;-35.1928191
24312;-8.8149803;-35.1928191
24320;-8.8149803;-35.1928191
24328;-8.8149803;-35.1928191
24336;-8.8149803;-35.1928191
24348;-8.8149803;-35.1928191
24361;-8.8149803;-35.1928191
24371;-8.8149803;-35.1928191
24381;-8.8149803;-35.1928191
24391;-8.8149803;-35.1928191
24400;-8.8149803;-35.1928191
24409;-8.8149803;-35.1928191
24418;-8.8149803;-35.1928191
24427;-8.8149803;-35.1928191
24436;-8.8149803;-35.1928191
24444;-8.8149803;-35.1928191
24451;-8.8149803;-35.1928191
24458;-8.8149803;-35.1928191
24466;-8.8149803;-35.1928191
24474;-7.5065835;-35.3167667
24481;-8.8149803;-35.1928191
24488;-8.8149803;-35.1928191
24497;-8.8149803;-35.1928191
24506;-8.8149803;-35.1928191
24515;-8.8149803;-35.1928191
24522;-8.8149803;-35.1928191
24530;-8.8149803;-35.1928191
24537;-8.8149803;-35.1928191
24544;-8.8149803;-35.1928191
24551;-8.8149803;-35.1928191
24558;-8.8149803;-35.1928191
24565;-8.8149803;-35.1928191
24572;-8.8149803;-35.1928191
24579;-8.8149803;-35.1928191
24586;-8.8149803;-35.1928191
24593;-8.8149803;-35.1928191
24600;-8.8149803;-35.1928191
24607;-8.8149803;-35.1928191
24617;-8.8149803;-35.1928191
24624;-8.8149803;-35.1928191
24631;-8.8149803;-35.1928191
24638;-8.8149803;-35.1928191
24645;-8.8149803;-35.1928191
24653;-8.8149803;-35.1928191
24661;-8.8149803;-35.1928191
24669;-8.8149803;-35.1928191
24676;-8.8149803;-35.1928191
24691;-8.8149803;-35.1928191
24698;-8.8149803;-35.1928191
24705;-8.8149803;-35.1928191
24712;-8.8149803;-35.1928191
24719;-8.8149803;-35.1928191
24726;-8.8149803;-35.1928191
24733;-8.8149803;-35.1928191
24740;-8.8149803;-35.1928191
24747;-8.8149803;-35.1928191
24754;-8.8149803;-35.1928191
24765;-7.372185900000001;-37.1866005
24775;-7.372185900000001;-37.1866005
24785;-4.829149999999999;-42.1811841
24795;-7.372185900000001;-37.1866005
24802;-8.8149803;-35.1928191
24809;-8.8149803;-35.1928191
24818;-8.8149803;-35.1928191
24826;-8.8149803;-35.1928191
24834;-8.8149803;-35.1928191
24842;-8.8149803;-35.1928191
24850;-8.8149803;-35.1928191
24858;-8.8149803;-35.1928191
24866;-8.8149803;-35.1928191
24874;-8.8149803;-35.1928191
24882;-8.8149803;-35.1928191
24890;-8.8149803;-35.1928191
24898;-8.8149803;-35.1928191
24906;-8.8149803;-35.1928191
24914;-8.8149803;-35.1928191
24921;-8.8149803;-35.1928191
24928;-8.8149803;-35.1928191
24937;-8.8149803;-35.1928191
24945;-8.8149803;-35.1928191
24953;-8.8149803;-35.1928191
24961;-8.8149803;-35.1928191
24968;-8.8149803;-35.1928191
24975;-8.8149803;-35.1928191
24984;-8.8149803;-35.1928191
24993;-8.8149803;-35.1928191
25002;-8.8149803;-35.1928191
25011;-8.8149803;-35.1928191
25020;-8.8149803;-35.1928191
25029;-8.8149803;-35.1928191
25038;-8.8149803;-35.1928191
25047;-8.8149803;-35.1928191
25054;-8.8149803;-35.1928191
25061;-8.8149803;-35.1928191
25068;-8.8149803;-35.1928191
25075;-8.8149803;-35.1928191
25082;-8.8149803;-35.1928191
25089;-8.8149803;-35.1928191
25096;-8.8149803;-35.1928191
25103;-8.8149803;-35.1928191
25110;-8.8149803;-35.1928191
25117;-8.8149803;-35.1928191
25124;-8.8149803;-35.1928191
25131;-8.8149803;-35.1928191
25138;-8.8149803;-35.1928191
25145;-8.8149803;-35.1928191
25160;-8.8149803;-35.1928191
25168;-8.8149803;-35.1928191
25176;-8.8149803;-35.1928191
25184;-8.8149803;-35.1928191
25192;-8.8149803;-35.1928191
25199;-8.8149803;-35.1928191
25207;-8.8149803;-35.1928191
25215;-8.8149803;-35.1928191
25223;-8.8149803;-35.1928191
25231;-8.8149803;-35.1928191
25238;-8.8149803;-35.1928191
25245;-8.8149803;-35.1928191
25253;-8.8149803;-35.1928191
25261;-8.8149803;-35.1928191
25269;-8.8149803;-35.1928191
25277;-8.8149803;-35.1928191
25284;-8.8149803;-35.1928191
25291;-8.8149803;-35.1928191
25298;-8.8149803;-35.1928191
25305;-8.8149803;-35.1928191
25312;-8.8149803;-35.1928191
25319;-8.8149803;-35.1928191
25327;-8.8149803;-35.1928191
25334;-8.8149803;-35.1928191
25341;-8.8149803;-35.1928191
25356;-8.8149803;-35.1928191
25363;-8.8149803;-35.1928191
25370;-8.8149803;-35.1928191
25377;-8.8149803;-35.1928191
25391;-8.8149803;-35.1928191
25400;-8.8149803;-35.1928191
25407;-8.8149803;-35.1928191
25415;-8.8149803;-35.1928191
25422;-8.8149803;-35.1928191
25430;-8.8149803;-35.1928191
25438;-8.8149803;-35.1928191
25447;-8.8149803;-35.1928191
25454;-8.8149803;-35.1928191
25463;-8.8149803;-35.1928191
25470;-8.8149803;-35.1928191
25477;-8.8149803;-35.1928191
25484;-8.8149803;-35.1928191
25505;-8.8149803;-35.1928191
25512;-8.8149803;-35.1928191
25521;-8.8149803;-35.1928191
25491;-8.8149803;-35.1928191
25498;-8.8149803;-35.1928191
25528;-8.8149803;-35.1928191
25535;-8.8149803;-35.1928191
25542;-8.8149803;-35.1928191
25549;-8.8149803;-35.1928191
25557;-8.8149803;-35.1928191
25564;-8.8149803;-35.1928191
25571;-8.8149803;-35.1928191
25578;-8.8149803;-35.1928191
25586;-8.8149803;-35.1928191
25594;-8.8149803;-35.1928191
25602;-8.8149803;-35.1928191
25609;-8.8149803;-35.1928191
25616;-8.8149803;-35.1928191
25624;-8.8149803;-35.1928191
25632;-8.8149803;-35.1928191
25641;-8.8149803;-35.1928191
25648;-8.8149803;-35.1928191
25657;-8.8149803;-35.1928191
25664;-8.8149803;-35.1928191
25673;-8.8149803;-35.1928191
25681;-8.8149803;-35.1928191
25688;-8.8149803;-35.1928191
25697;-8.8149803;-35.1928191
25704;-8.8149803;-35.1928191
25713;-8.8149803;-35.1928191
25720;-8.8149803;-35.1928191
25729;-8.8149803;-35.1928191
25737;-8.8149803;-35.1928191
25744;-8.8149803;-35.1928191
25753;-8.8149803;-35.1928191
25760;-8.8149803;-35.1928191
25770;-8.8149803;-35.1928191
25779;-8.8149803;-35.1928191
25789;-8.8149803;-35.1928191
25797;-8.8149803;-35.1928191
25807;-8.8149803;-35.1928191
25824;-8.8149803;-35.1928191
25833;-8.8149803;-35.1928191
25842;-8.8149803;-35.1928191
25850;-8.8149803;-35.1928191
25859;-8.8149803;-35.1928191
25868;-8.8149803;-35.1928191
25877;-8.8149803;-35.1928191
25885;-8.8149803;-35.1928191
25892;-8.8149803;-35.1928191
25899;-8.8149803;-35.1928191
25906;-8.8149803;-35.1928191
25913;-8.8149803;-35.1928191
25920;-8.8149803;-35.1928191
25927;-8.8149803;-35.1928191
25934;-8.8149803;-35.1928191
25941;-8.8149803;-35.1928191
25948;-8.8149803;-35.1928191
25955;-8.8149803;-35.1928191
25962;-8.8149803;-35.1928191
25969;-8.8149803;-35.1928191
25976;-8.8149803;-35.1928191
25983;-8.8149803;-35.1928191
25990;-8.8149803;-35.1928191
25997;-8.8149803;-35.1928191
26004;-8.8149803;-35.1928191
26011;-8.8149803;-35.1928191
26018;-8.8149803;-35.1928191
26031;8.0444037;-35.0001256
26038;-8.8149803;-35.1928191
26045;-8.8149803;-35.1928191
26051;-8.8149803;-35.1928191
26057;-8.8149803;-35.1928191
26063;-8.8149803;-35.1928191
26069;-8.8149803;-35.1928191
26075;-8.8149803;-35.1928191
26081;-8.8149803;-35.1928191
26087;-8.8149803;-35.1928191
26093;-8.8149803;-35.1928191
26100;-8.8149803;-35.1928191
26106;-8.8149803;-35.1928191
26112;-8.8149803;-35.1928191
26118;-8.8149803;-35.1928191
26124;-8.8149803;-35.1928191
26130;-8.8149803;-35.1928191
26136;-8.8149803;-35.1928191
26142;-8.8149803;-35.1928191
26155;-7.4686612;-37.2746574
26169;-7.4686612;-37.2746574
26183;-7.4686612;-37.2746574
26197;-7.4686612;-37.2746574
26208;-7.4686612;-37.2746574
26221;-7.4686612;-37.2746574
26231;-7.4686612;-37.2746574
26241;-7.4686612;-37.2746574
26251;-7.4686612;-37.2746574
26260;-7.4686612;-37.2746574
26269;-7.4686612;-37.2746574
26279;-7.4686612;-37.2746574
26293;-7.4686612;-37.2746574
26306;-7.4686612;-37.2746574
26321;-7.3773687;-37.4790871
26337;-7.3773687;-37.4790871
26351;-7.3773687;-37.4790871
26367;-7.3773687;-37.4790871
26383;-7.3773687;-37.4790871
26393;-7.4686612;-37.2746574
26404;-7.4686612;-37.2746574
26420;-7.3773687;-37.4790871
26430;-7.4686612;-37.2746574
26440;-7.4686612;-37.2746574
26456;-7.3773687;-37.4790871
26472;-7.3773687;-37.4790871
26483;-7.4686612;-37.2746574
26499;-7.3773687;-37.4790871
26510;-7.4686612;-37.2746574
26521;-7.4686612;-37.2746574
26532;-7.4686612;-37.2746574
26548;-7.3773687;-37.4790871
26559;-7.4686612;-37.2746574
26570;-7.4686612;-37.2746574
26581;-7.4686612;-37.2746574
26596;-7.3773687;-37.4790871
26607;-7.4686612;-37.2746574
26623;-7.3773687;-37.4790871
26639;-7.3773687;-37.4790871
26652;-7.4686612;-37.2746574
26663;-7.4686612;-37.2746574
26674;-7.4686612;-37.2746574
26690;-7.3773687;-37.4790871
26701;-7.4686612;-37.2746574
26712;-7.4686612;-37.2746574
26728;-7.3773687;-37.4790871
26744;-7.3773687;-37.4790871
26754;-7.4686612;-37.2746574
26764;-7.4686612;-37.2746574
26780;-7.3773687;-37.4790871
26790;-7.4686612;-37.2746574
26799;-7.4686612;-37.2746574
26815;-7.3773687;-37.4790871
26826;-7.4686612;-37.2746574
26837;-7.4686612;-37.2746574
26848;-7.4686612;-37.2746574
26864;-7.3773687;-37.4790871
26875;-7.4686612;-37.2746574
26886;-7.4686612;-37.2746574
26897;-7.4686612;-37.2746574
26908;-7.4686612;-37.2746574
26924;-7.3773687;-37.4790871
26935;-7.4686612;-37.2746574
26946;-7.4686612;-37.2746574
26957;-7.4686612;-37.2746574
26973;-7.3773687;-37.4790871
26984;-7.4686612;-37.2746574
26995;-7.4686612;-37.2746574
27006;-7.4686612;-37.2746574
27022;-7.3773687;-37.4790871
27033;-7.4686612;-37.2746574
27044;-7.4686612;-37.2746574
27055;-7.4686612;-37.2746574
27071;-7.3773687;-37.4790871
27082;-7.4686612;-37.2746574
27093;-7.4686612;-37.2746574
27104;-7.4686612;-37.2746574
27120;-7.3773687;-37.4790871
27130;-7.4686612;-37.2746574
27141;-7.4686612;-37.2746574
27152;-7.4686612;-37.2746574
27168;-7.3773687;-37.4790871
27179;-7.4686612;-37.2746574
27190;-7.4686612;-37.2746574
27206;-7.3773687;-37.4790871
27216;-7.4686612;-37.2746574
27232;-7.3773687;-37.4790871
27243;-7.4686612;-37.2746574
27254;-7.4686612;-37.2746574
27265;-7.4686612;-37.2746574
27281;-7.3773687;-37.4790871
27292;-7.4686612;-37.2746574
27308;-7.3773687;-37.4790871
27324;-7.3773687;-37.4790871
27335;-7.4686612;-37.2746574
27346;-7.4686612;-37.2746574
27362;-7.3773687;-37.4790871
27373;-7.4686612;-37.2746574
27384;-7.4686612;-37.2746574
27400;-7.3773687;-37.4790871
27409;-7.4686612;-37.2746574
27420;-7.4686612;-37.2746574
27431;-7.4686612;-37.2746574
27442;-7.4686612;-37.2746574
27458;-7.3773687;-37.4790871
27474;-7.3773687;-37.4790871
27490;-7.3773687;-37.4790871
27504;-7.4686612;-37.2746574
27517;-7.4686612;-37.2746574
27527;-7.4686612;-37.2746574
27543;-7.3773687;-37.4790871
27553;-7.4686612;-37.2746574
27569;-7.3773687;-37.4790871
27580;-7.4686612;-37.2746574
27592;-7.4686612;-37.2746574
27608;-7.3773687;-37.4790871
27624;-7.3773687;-37.4790871
27640;-7.3773687;-37.4790871
27656;-7.3773687;-37.4790871
27672;-7.3773687;-37.4790871
27688;-7.3773687;-37.4790871
27704;-7.3773687;-37.4790871
27720;-7.3773687;-37.4790871
27734;8.0444037;-35.0001256
27745;-7.347348599999999;-37.2868284
27758;-7.347348599999999;-37.2868284
27769;-7.347348599999999;-37.2868284
27779;-7.347348599999999;-37.2868284
27789;-7.347348599999999;-37.2868284
27801;-7.347348599999999;-37.2868284
27813;-7.347348599999999;-37.2868284
27825;-7.347348599999999;-37.2868284
27837;-7.347348599999999;-37.2868284
27849;-7.347348599999999;-37.2868284
27861;-7.347348599999999;-37.2868284
27873;-7.347348599999999;-37.2868284
27885;-7.347348599999999;-37.2868284
27897;-7.347348599999999;-37.2868284
27909;-7.347348599999999;-37.2868284
27921;-7.347348599999999;-37.2868284
27933;-7.347348599999999;-37.2868284
27945;-7.347348599999999;-37.2868284
27957;-7.347348599999999;-37.2868284
27969;-7.347348599999999;-37.2868284
27981;-7.347348599999999;-37.2868284
27993;-7.347348599999999;-37.2868284
28005;-7.347348599999999;-37.2868284
28017;-7.347348599999999;-37.2868284
28029;-7.347348599999999;-37.2868284
28041;-7.347348599999999;-37.2868284
28051;-7.347348599999999;-37.2868284
28066;8.0444037;-35.0001256
28082;8.0444037;-35.0001256
28094;-7.347348599999999;-37.2868284
28105;-7.347348599999999;-37.2868284
28117;-7.347348599999999;-37.2868284
28129;-7.347348599999999;-37.2868284
28141;-7.347348599999999;-37.2868284
28153;-7.347348599999999;-37.2868284
28165;-7.347348599999999;-37.2868284
28176;-7.347348599999999;-37.2868284
28188;-7.347348599999999;-37.2868284
28200;-7.347348599999999;-37.2868284
28213;-7.347348599999999;-37.2868284
28227;-7.347348599999999;-37.2868284
28241;-7.347348599999999;-37.2868284
28249;8.0444037;-35.0001256
28260;8.0444037;-35.0001256
28271;8.0444037;-35.0001256
28281;8.0444037;-35.0001256
28291;8.0444037;-35.0001256
28302;8.0444037;-35.0001256
28313;8.0444037;-35.0001256
28323;8.0444037;-35.0001256
28333;8.0444037;-35.0001256
28342;8.0444037;-35.0001256
28353;8.0444037;-35.0001256
28372;8.0444037;-35.0001256
28382;8.0444037;-35.0001256
28392;8.0444037;-35.0001256
28404;-7.4686612;-37.2746574
28415;-7.672677200000001;-37.2139
28427;-7.672677200000001;-37.2139
28439;-7.672677200000001;-37.2139
28451;-7.672677200000001;-37.2139
28463;-7.672677200000001;-37.2139
28475;-7.672677200000001;-37.2139
28489;-7.4686612;-37.2746574
28501;-7.672677200000001;-37.2139
28515;-7.4686612;-37.2746574
28527;-7.672677200000001;-37.2139
28541;-7.4686612;-37.2746574
28553;-7.4686612;-37.2746574
28564;-7.4686612;-37.2746574
28575;-7.672677200000001;-37.2139
28587;-7.4686612;-37.2746574
28596;-7.672677200000001;-37.2139
28610;-7.4686612;-37.2746574
28622;-7.672677200000001;-37.2139
28636;-7.4686612;-37.2746574
28648;-7.672677200000001;-37.2139
28662;-7.4686612;-37.2746574
28673;-7.672677200000001;-37.2139
28687;-7.4686612;-37.2746574
28699;-7.672677200000001;-37.2139
28713;-7.4686612;-37.2746574
28724;-7.672677200000001;-37.2139
28736;-7.672677200000001;-37.2139
28748;-7.672677200000001;-37.2139
28760;-7.672677200000001;-37.2139
