id;data_de_criacao;flag;lat;long
174724;2016-06-02;MAR1646657054;-7.466991999999999;-37.2783635
174735;2016-04-13;INA358755833;-7.347348599999999;-37.2868284
174746;2016-04-14;INA358755727;-7.347348599999999;-37.2868284
174758;2016-06-02;MAR1645794637;-7.466991999999999;-37.2783635
174767;2016-04-14;INA358791735;-7.347348599999999;-37.2868284
174777;2016-04-14;INA358791606;-7.347348599999999;-37.2868284
174788;2016-04-14;INA358863640;-7.347348599999999;-37.2868284
174800;2016-06-03;MAR1645722663;-7.466991999999999;-37.2783635
174810;2016-04-14;INA358863510;-7.347348599999999;-37.2868284
174820;2016-04-15;INA358899516;-7.347348599999999;-37.2868284
174830;2016-04-15;INA358899416;-7.347348599999999;-37.2868284
174841;2016-04-15;INA358935450;-7.347348599999999;-37.2868284
174851;2016-04-15;INA358935350;-7.347348599999999;-37.2868284
174863;2016-06-03;MAR1645579048;-7.466991999999999;-37.2783635
174875;2016-06-03;MAR1645578874;-7.466991999999999;-37.2783635
174887;2016-06-03;MAR1645507104;-7.466991999999999;-37.2783635
174899;2016-06-03;MAR1645471138;-7.466991999999999;-37.2783635
174911;2016-06-03;ROS356698502;-7.4686612;-37.2746574
174922;2016-06-03;ROS356626533;-7.4686612;-37.2746574
174933;2016-06-06;ROS356554724;-7.4686612;-37.2746574
174944;2016-06-06;ROS356518724;-7.4686612;-37.2746574
174955;2016-06-06;ROS356410939;-7.4686612;-37.2746574
174966;2016-06-06;ROS356375007;-7.4686612;-37.2746574
174977;2016-06-06;ROS355512453;-7.4686612;-37.2746574
174989;2016-06-06;ROS355440713;-7.4686612;-37.2746574
175000;2016-04-11;MAR395382497;-7.347348599999999;-37.2868284
175011;2016-04-11;MAR395418500;-7.347348599999999;-37.2868284
175022;2016-04-11;MAR396280895;-7.347348599999999;-37.2868284
175033;2016-04-11;MAR396281023;-7.347348599999999;-37.2868284
175044;2016-04-12;MAR396316895;-7.347348599999999;-37.2868284
175054;2016-04-12;MAR396352800;-7.347348599999999;-37.2868284
175065;2016-04-12;MAR396568392;-7.347348599999999;-37.2868284
175076;2016-04-12;MAR396604322;-7.347348599999999;-37.2868284
175087;2016-04-12;MAR396604455;-7.347348599999999;-37.2868284
175098;2016-04-13;MAR397466909;-7.347348599999999;-37.2868284
175109;2016-04-13;MAR397502754;-7.347348599999999;-37.2868284
175120;2016-04-13;MAR397538783;-7.347348599999999;-37.2868284
175130;2016-04-13;MAR397574662;-7.347348599999999;-37.2868284
175141;2016-04-13;MAR397682470;-7.347348599999999;-37.2868284
175152;2016-04-13;MAR397718342;-7.347348599999999;-37.2868284
175163;2016-04-14;MAR397718476;-7.347348599999999;-37.2868284
175174;2016-04-14;MAR397754347;-7.347348599999999;-37.2868284
